"kingdom","phylum","class","order","family","genus","species","comm_name","g_yr"
"Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","Anarhichas lupus","Atlantic wolffish",20.6487044608625
"Animalia","Chordata","Actinopterygii","Perciformes","Ammodytidae","Ammodytes","Ammodytes hexapterus","Pacific sand lance",3.91928631377976
"Animalia","Chordata","Actinopterygii","Perciformes","Ammodytidae","Ammodytes","Ammodytes marinus","Sand eel",3.36746998684406
"Animalia","Chordata","Actinopterygii","Perciformes","Trichiuridae","Trichiurus","Trichiurus lepturus","Largehead hairtail",5.5450946330016
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Katsuwonus","Katsuwonus pelamis","Skipjack tuna",3.1523070893021
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber japonicus","Chub mackerel",5.47069506890698
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber colias","Atlantic chub mackerel",5.99591446504067
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Mackerel",7.62752700461277
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber australasicus","Blue mackerel",4.66001029308336
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus alalunga","Albacore tuna",10.7034733676193
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus thynnus","Atlantic bluefin tuna",18.2254642156496
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus orientalis","Pacific bluefin tuna",9.70913167854817
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus albacares","Yellowfin tuna",5.39627752078647
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Bigeye tuna",8.71850139159943
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus maccoyii","Southern bluefin tuna",12.057806405294
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomberomorus","Scomberomorus cavalla","King Mackerel",9.11885562950308
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomberomorus","Scomberomorus maculatus","Spanish mackerel",6.3891630444225
"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomberomorus","Scomberomorus niphonius","Japanese Spanish mackerel",4.47201375014351
"Animalia","Chordata","Actinopterygii","Perciformes","Xiphiidae","Xiphias","Xiphias gladius","Swordfish",10.502905086167
"Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae","Makaira","Makaira nigricans","Blue marlin",7.44098841149507
"Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae","Makaira","Makaira mazara","Indo-Pacific blue marlin",11.4718097269414
"Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae","Tetrapturus","Kajikia albida","White Marlin",4.74787996585675
"Animalia","Chordata","Actinopterygii","Perciformes","Centrolophidae","Hyperoglyphe","Hyperoglyphe antarctica","Bluenose",12.8522119782672
"Animalia","Chordata","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella brama","whario",7.86184762060099
"Animalia","Chordata","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","Silverfish",6.73054268492626
"Animalia","Chordata","Actinopterygii","Perciformes","Stromateidae","Peprilus","Peprilus triacanthus","Atlantic butterfish",2.39844356421466
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys dentatus","Summer flounder",4.57521316464636
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys olivaceus","Olive flounder",6.84417242287752
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus","Scophthalmus aquosus","Windowpane",5.92291571428943
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus","Scophthalmus maximus","Turbot",7.60029173755264
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus","Scophthalmus rhombus","Brill",3.95472804567981
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Lepidorhombus","Lepidorhombus spp","Megrim spp.",8.89771873518217
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Lepidorhombus","Lepidorhombus boscii","Fourspotted megrim",7.76799034384275
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Lepidorhombus","Lepidorhombus whiffiagonis","Megrim",9.59748734999459
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes evermanni","Kamchatka flounder",16.6801917180433
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Clidoderma","Clidoderma asperrimum","Roughscale sole",9.58317385536993
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Eopsetta","Eopsetta jordani","Petrale sole",13.6699719510374
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Eopsetta","Eopsetta grigorjewi","Round-nose flounder",9.17205651585856
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus cynoglossus","Witch flounder",11.0641432871254
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides elassodon","Flathead sole",12.1994989106232
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides platessoides","American plaice",13.7973889510635
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","Limanda limanda","Dab",7.36828595640826
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus pacificus","Dover sole",19.9188294796673
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus","Starry flounder",9.71318029679015
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys flesus","European flounder",9.08507523826296
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes quadrituberculatus","Alaska plaice",19.0733284647536
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes platessa","European Plaice",15.4537100199949
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","Pseudopleuronectes americanus","Winter flounder",6.84173157460433
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","Limanda aspera","Yellowfin sole",15.8851201406399
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","Limanda ferruginea","Yellowtail flounder",8.95851475308921
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","Lepidopsetta bilineata","Rock sole",13.7588515640869
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","Parophrys vetulus","English sole",8.33172038113249
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Reinhardtius","Reinhardtius hippoglossoides","Greenland halibut",24.6585822516642
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus stenolepis","Pacific halibut",21.6420917437537
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus hippoglossus","Atlantic Halibut",22.857785710313
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Cleisthenes","Cleisthenes herzensteini","Pointhead flounder",10.3997342142896
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus zachirus","Rex sole",9.84053013920839
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea vulgaris","common European sole",NA
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Common sole",6.63525788221724
"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Balistidae","Balistes","Balistes capriscus","Gray triggerfish",3.26640437695857
"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","Macruronus magellanicus","Patagonian grenadier",11.4710406920316
"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius polli","Benguela hake",6.5386286247788
"Animalia","Chordata","Actinopterygii","Gadiformes","Moridae","Laemonema","Laemonema longipes","Longfin codling",9.31967514322494
"Animalia","Chordata","Actinopterygii","Perciformes","Gempylidae","Rexea","Rexea solandri","common gemfish",8.68503495274767
"Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae","Istiophorus","Istiophorus albicans","Sailfish",3.34277083054973
"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii pallasii","Pacific herring",6.25841001047374
"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupeonella","Clupeonella engrauliformis","Anchovy kilka",3.50116071528644
"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax","Japanese pilchard",6.49804571576141
"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Strangomera","Clupea bentincki","Araucanian herring",4.05359878789407
"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Ethmalosa","Ethmalosa fimbriata","Bonga",4.15681319309998
"Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis anchoita","Argentine anchoita",3.15010945891331
"Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis ringens","Peruvian anchoveta",1.94209226969917
"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus aztecus","Brown shrimp",NA
"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus duorarum","Pink shrimp",NA
"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus notialis","Southern pink shrimp",NA
"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Litopenaeus","Litopenaeus setiferus","White shrimp",NA
"Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Metanephrops","Metanephrops challengeri","Scampi",NA
"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus lalandii","South African west coast rock lobster",NA
"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Palinurus","Palinurus gilchristi","Southern spiny lobster",NA
"Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo","Heterololigo bleekeri","Spear squid",NA
"Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Uroteuthis","Uroteuthis edulis","Swordtip squid",NA
"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Enteroctopus","Enteroctopus dofleini","Giant Pacific octopus",NA
"Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Todarodes","Todarodes pacificus","Japanese common squid",NA
"Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo","Loligo vulgaris reynaudii","Cape Hope squid",NA
"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Dipturus","Dipturus batis","Common skate",23.9368079516213
"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","Leucoraja erinacea","Little skate",8.67199966988023
"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","Leucoraja garmani","Rosette skate",12.3379947716906
"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Dipturus","Dipturus laevis","Barndoor skate",13.6678470916439
"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","Leucoraja ocellata","Winter skate",13.8568552906229
"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","Amblyraja radiata","Thorny skate",14.4799507601811
"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Malacoraja","Malacoraja senta","Smooth skate",14.5435823237005
"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea bentincki","Chilean herring",4.05359878789407
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Arrowtooth flounder",14.9480881176967
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides dubius","Flathead flounder",18.8066005284368
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","Pseudopleuronectes herzensteini","Yellow striped flounder",6.96371331444767
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Psetta","Scophthalmus maximus","Turbot",7.60029173755264
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","Lepidopsetta polyxystra","Northern rock sole",9.99327055057028
"Animalia","Arthropoda","Malacostraca","Decapoda","Geryonidae","Chaceon","Chaceon quinquedens","Red deepsea crab",NA
"Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalus","Pandalus eous","Alaskan pink shrimp",NA
"Animalia","Chordata","Actinopterygii","Beryciformes","Berycidae","Centroberyx","Centroberyx affinis","Redfish",6.05838124967011
"Animalia","Chordata","Actinopterygii","Beryciformes","Berycidae","Centroberyx","Centroberyx gerrardi","Bight redfish",7.23967142866254
"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","Macruronus novaezelandiae","Hoki",11.5236261329033
"Animalia","Chordata","Actinopterygii","Osmeriformes","Argentinidae","Glossanodon","Glossanodon semifasciatus","Deep-sea smelt",2.40813959045173
"Animalia","Chordata","Actinopterygii","Zeiformes","Oreosomatidae","Pseudocyttus","Pseudocyttus maculatus","Smooth oreo",17.8327390958205
"Animalia","Chordata","Actinopterygii","Zeiformes","Oreosomatidae","Allocyttus","Allocyttus niger","Black oreo",23.9100608263311
"Animalia","Chordata","Actinopterygii","Perciformes","Ammodytidae","Ammodytes","Ammodytes personatus","Pacific sandlance",4.25228485948284
"Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces","Zoarces americanus","Ocean pout",11.0400815151868
"Animalia","Chordata","Actinopterygii","Anguilliformes","Congridae","Conger","Conger myriaster","Whitespotted conger",11.7807412329188
"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Caranx","Caranx rhonchus","False scad",4.62886050544683
"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus japonicus","Japanese jack mackerel",4.11398657161949
"Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Dissostichus","Dissostichus eleginoides","Patagonian toothfish",18.2586571999837
"Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Dissostichus","Dissostichus mawsoni","Antarctic toothfish",19.4173427195224
"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Paracaesio","Paracaesio caerulea","Japanese snapper",9.14024681992109
"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Platycephalidae","Neoplatycephalus","Platycephalus richardsoni","Tiger flathead",7.61309509016484
"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Platycephalidae","Platycephalus","Platycephalus conatus","Deepwater flathead",6.67470137052933
"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Pleurogrammus","Pleurogrammus azonus","Okhotsk atka mackerel",6.05027528843802
"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes variabilis","Dusky rockfish",16.691765798876
"Animalia","Chordata","Actinopterygii","Perciformes","Malacanthidae","Branchiostegus","Branchiostegus japonicus","Horsehead tilefish",5.74589640991544
"Animalia","Chordata","Actinopterygii","Perciformes","Polynemidae","Galeoides","Galeoides decadactylus","Threadfin",4.93471892709158
"Animalia","Chordata","Actinopterygii","Perciformes","Sillaginidae","Sillago","Sillago flindersi","School whiting",3.25250782820963
"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Thamnaconus","Thamnaconus modestus","Black scraper",2.85022109545757
"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Takifugu","Takifugu rubripes","Japanese pufferfish",4.17943081510816
"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Pseudotolithus","Pseudotolithus elongatus","Bobo croaker",6.08545879143487
"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Pagrus","Pagrus major","Red seabream",8.71989117116258
"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Pagellus","Pagellus bellottii","Red pandora",5.08553717142763
"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Sparus","Sparus aurata","Gilthead seabream",6.73968694816973
"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Dentex","Dentex tumifrons","Yellow sea bream",6.4362644339373
"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Spicara","Spicara smaris","Picarel",3.45211299032328
"Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Lithodes","Lithodes aequispinus","Golden king crab",NA
"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Jasus","Jasus edwardsii","Red rock lobster",NA
"Animalia","Chordata","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius litulon","Yellow goosefish",11.5396859565012
"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","Scorpaenichthys marmoratus","Cabezon",6.87921766908207
"Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae","Istiompax","Istiompax indica","Black marlin",5.0697657112815
"Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae","Kajikia","Kajikia audax","Striped marlin",5.1375910141892
"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Tanakius","Tanakius kitaharae","Willowy flounder",8.79204967470047
